-3.080000000000000055e-04,4.160000000000000142e+00,1.366666666666666420e-03
-3.075999999999999958e-04,4.160000000000000142e+00,1.333333333333333072e-03
-3.071999999999999861e-04,4.120000000000000107e+00,1.399999999999999769e-03
-3.068000000000000306e-04,4.120000000000000107e+00,1.366666666666666420e-03
-3.064000000000000209e-04,4.160000000000000142e+00,1.366666666666666420e-03
-3.060000000000000111e-04,4.120000000000000107e+00,1.399999999999999769e-03
-3.056000000000000014e-04,4.160000000000000142e+00,1.399999999999999769e-03
-3.051999999999999917e-04,4.120000000000000107e+00,1.366666666666666420e-03
-3.047999999999999820e-04,4.200000000000000178e+00,1.333333333333333072e-03
-3.044000000000000265e-04,4.160000000000000142e+00,1.366666666666666420e-03
-3.040000000000000167e-04,4.160000000000000142e+00,1.399999999999999769e-03
-3.036000000000000070e-04,4.200000000000000178e+00,1.333333333333333072e-03
-3.031999999999999973e-04,4.200000000000000178e+00,1.333333333333333072e-03
-3.027999999999999876e-04,4.200000000000000178e+00,1.333333333333333072e-03
-3.024000000000000321e-04,4.200000000000000178e+00,1.333333333333333072e-03
-3.020000000000000223e-04,4.160000000000000142e+00,1.399999999999999769e-03
-3.016000000000000126e-04,4.200000000000000178e+00,1.366666666666666420e-03
-3.012000000000000029e-04,4.200000000000000178e+00,1.366666666666666420e-03
-3.007999999999999932e-04,4.200000000000000178e+00,1.333333333333333072e-03
-3.003999999999999834e-04,4.160000000000000142e+00,1.366666666666666420e-03
-3.000000000000000279e-04,4.240000000000000213e+00,1.299999999999999723e-03
-2.996000000000000182e-04,4.200000000000000178e+00,1.333333333333333072e-03
-2.992000000000000085e-04,4.160000000000000142e+00,1.366666666666666420e-03
-2.987999999999999988e-04,4.200000000000000178e+00,1.333333333333333072e-03
-2.983999999999999890e-04,4.160000000000000142e+00,1.366666666666666420e-03
-2.979999999999999793e-04,4.240000000000000213e+00,1.333333333333333072e-03
-2.976000000000000238e-04,4.200000000000000178e+00,1.399999999999999769e-03
-2.972000000000000141e-04,4.200000000000000178e+00,1.366666666666666420e-03
-2.968000000000000044e-04,4.200000000000000178e+00,1.399999999999999769e-03
-2.963999999999999946e-04,4.200000000000000178e+00,1.399999999999999769e-03
-2.959999999999999849e-04,4.240000000000000213e+00,1.366666666666666420e-03
-2.956000000000000294e-04,4.240000000000000213e+00,1.333333333333333072e-03
-2.952000000000000197e-04,4.200000000000000178e+00,1.399999999999999769e-03
-2.948000000000000100e-04,4.280000000000000249e+00,1.333333333333333072e-03
-2.944000000000000002e-04,4.240000000000000213e+00,1.366666666666666420e-03
-2.939999999999999905e-04,4.240000000000000213e+00,1.333333333333333072e-03
-2.935999999999999808e-04,4.240000000000000213e+00,1.366666666666666420e-03
-2.932000000000000253e-04,4.280000000000000249e+00,1.299999999999999723e-03
-2.928000000000000155e-04,4.240000000000000213e+00,1.366666666666666420e-03
-2.924000000000000058e-04,4.280000000000000249e+00,1.333333333333333072e-03
-2.919999999999999961e-04,4.240000000000000213e+00,1.399999999999999769e-03
-2.915999999999999864e-04,4.280000000000000249e+00,1.299999999999999723e-03
-2.912000000000000309e-04,4.240000000000000213e+00,1.366666666666666420e-03
-2.908000000000000211e-04,4.240000000000000213e+00,1.366666666666666420e-03
-2.904000000000000114e-04,4.280000000000000249e+00,1.366666666666666420e-03
-2.900000000000000017e-04,4.320000000000000284e+00,1.299999999999999723e-03
-2.895999999999999920e-04,4.320000000000000284e+00,1.333333333333333072e-03
-2.891999999999999823e-04,4.320000000000000284e+00,1.299999999999999723e-03
-2.888000000000000267e-04,4.240000000000000213e+00,1.399999999999999769e-03
-2.884000000000000170e-04,4.280000000000000249e+00,1.366666666666666420e-03
-2.880000000000000073e-04,4.280000000000000249e+00,1.366666666666666420e-03
-2.875999999999999976e-04,4.320000000000000284e+00,1.333333333333333072e-03
-2.871999999999999879e-04,4.240000000000000213e+00,1.399999999999999769e-03
-2.868000000000000323e-04,4.360000000000000320e+00,1.299999999999999723e-03
-2.864000000000000226e-04,4.280000000000000249e+00,1.366666666666666420e-03
-2.860000000000000129e-04,4.320000000000000284e+00,1.333333333333333072e-03
-2.856000000000000032e-04,4.280000000000000249e+00,1.366666666666666420e-03
-2.851999999999999934e-04,4.320000000000000284e+00,1.299999999999999723e-03
-2.847999999999999837e-04,4.280000000000000249e+00,1.366666666666666420e-03
-2.844000000000000282e-04,4.320000000000000284e+00,1.333333333333333072e-03
-2.840000000000000185e-04,4.320000000000000284e+00,1.333333333333333072e-03
-2.836000000000000088e-04,4.320000000000000284e+00,1.333333333333333072e-03
-2.831999999999999990e-04,4.320000000000000284e+00,1.333333333333333072e-03
